@relation Dataset-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute AN0 numeric
@attribute AN1 numeric
@attribute AN2 numeric
@attribute AN3 numeric
@attribute AN4 numeric
@attribute AN5 numeric
@attribute AN6 numeric
@attribute MGY numeric
@attribute MGZ numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
4,0,2,22,8,17,-21,23,-13,8
-2,-4,0,30,2,18,-15,23,-12,8
8,-2,-7,17,5,12,-20,26,-15,8
17,-3,3,38,3,27,-11,21,-9,8
13,3,-2,25,8,15,-18,23,-12,8
11,-8,2,30,5,24,-11,23,-7,8
6,-14,-13,23,-1,21,-22,26,-8,8
6,-2,-4,20,4,14,-10,29,-15,8
17,-3,3,26,9,18,-8,26,-14,8
6,-5,3,34,12,26,-11,24,-7,8
8,-5,0,30,6,19,-13,22,-12,8
12,-3,-6,27,10,22,-14,22,-11,8
7,-5,1,15,2,14,-17,25,-13,8
11,6,1,25,9,20,-12,29,-15,8
6,-3,2,27,8,14,-11,22,-11,8
15,-3,1,27,5,20,-10,25,-12,8
13,1,4,25,12,20,-11,22,-13,8
16,-7,-2,25,10,18,-11,24,-12,8
7,-5,-1,28,11,22,-19,23,-11,8
16,-1,7,30,9,24,-13,21,-9,8
17,-8,-5,28,0,23,-10,25,-10,8
13,-1,6,33,6,22,-8,25,-11,8
19,2,4,28,7,27,-14,24,-11,8
5,3,-1,31,4,15,-21,22,-1,8
16,0,-4,40,8,21,-11,33,-11,8
9,-7,-2,25,7,15,-10,24,-11,8
7,-1,-6,25,7,16,-11,27,-10,8
11,-2,-1,33,8,22,-4,24,-12,8
11,-3,-4,18,5,16,-10,22,-12,8
12,-7,1,13,7,14,-10,25,-10,8
11,-2,2,19,-3,22,-18,23,-11,8
13,0,4,32,9,15,-9,32,-8,8
11,-4,-5,28,7,20,-14,23,-11,8
17,0,3,26,7,25,-16,25,-11,8
12,0,-5,16,6,11,-19,22,-11,8
13,-5,1,34,9,21,-10,22,-7,8
9,0,-10,23,5,19,-13,27,-12,8
10,3,7,33,12,24,-8,23,-11,8
13,6,4,44,4,19,-9,32,-12,8
14,3,4,38,9,20,-5,51,-14,8
13,6,6,45,5,21,-18,30,-12,8
17,-6,-1,24,7,21,-9,26,-10,8
9,3,4,23,10,18,-11,24,-12,8
18,1,2,27,7,25,-16,24,-11,8
14,2,-1,37,9,25,-7,22,-11,8
13,4,2,26,13,24,-8,25,-12,8
11,1,-3,24,11,22,-9,24,-11,8
15,5,0,30,-7,18,-7,26,-14,8
9,-7,-4,18,7,11,-15,25,-12,8
10,0,4,28,4,23,-12,23,-11,8
5,-13,2,18,6,12,-18,24,-10,8
14,-2,2,18,6,20,-9,22,-10,8
10,-11,-10,18,6,16,-16,25,-11,8
12,-1,5,33,7,16,-15,24,-15,8
8,-3,5,29,16,14,-15,26,-13,8
10,-5,1,30,4,20,-8,34,-16,8
0,-4,-1,28,-5,16,-14,25,-14,8
14,-1,-5,38,9,20,-5,33,-11,8
3,-5,5,34,8,26,-10,24,-7,8
2,-3,7,29,3,19,-10,31,-3,8
10,-11,-1,22,6,12,-19,25,-12,8
13,-4,-3,18,6,15,-18,23,-12,8
7,2,-5,24,14,14,-15,23,-11,8
11,-3,-2,32,11,23,-12,23,-11,8
8,-10,-6,28,3,17,-6,25,-12,8
14,-1,13,32,7,20,-14,26,-11,8
19,-5,3,34,8,26,-10,25,-11,8
12,-4,-1,33,11,22,-12,23,-11,8
13,-6,2,23,7,13,-9,25,-14,8
12,3,-2,25,16,23,-7,25,-11,8
2,-7,-5,34,-1,21,-16,63,0,8
2,-5,-6,25,-1,14,-20,28,-15,8
-1,-9,-1,18,2,8,-21,28,-12,8
7,-2,-6,28,-13,22,-11,25,-11,8
13,2,-1,35,8,21,-15,29,-12,8
15,2,-2,29,-2,22,-9,25,-11,8
9,-1,3,28,-2,16,-14,28,-3,8
14,1,-6,31,5,18,-10,27,-14,8
6,-7,-4,24,5,11,-19,22,-12,8
7,-9,-3,28,5,18,-4,24,-12,8
8,0,-6,26,5,23,-12,26,-11,8
3,-4,6,35,10,27,-13,24,-7,8
15,-8,2,27,2,13,-11,24,-12,8
6,-5,4,32,6,25,-8,24,-7,8
10,1,5,25,-13,17,-11,24,-12,8
6,-3,0,24,3,11,-16,21,-10,8
12,-1,0,34,5,18,-17,30,-15,8
15,-7,-1,29,8,20,-15,29,-15,8
1,-5,-6,17,0,13,-15,25,-11,8
3,-2,-4,28,2,14,-20,25,-14,8
11,-10,-8,18,8,18,-15,25,-11,8
14,4,-2,26,7,21,-8,29,-14,8
11,-9,1,22,6,20,-19,26,-10,8
16,-1,0,34,-7,20,-7,27,-12,8
11,-3,-3,32,5,21,-15,25,-11,8
16,-3,9,37,5,23,-6,23,-9,8
-1,-6,5,33,7,25,-11,23,-7,8
9,-5,-9,21,-3,13,-16,27,-9,8
-1,-9,-5,25,3,13,-23,20,-12,8
10,-11,0,29,-8,18,-17,21,-8,8
5,4,-3,36,6,21,-7,56,-5,8
14,-4,5,36,5,21,-9,22,-7,8
16,-3,0,20,4,14,-14,26,-13,8
0,-3,-4,28,-2,15,-20,26,-14,8
15,2,5,33,6,22,-8,23,-13,8
12,7,5,44,5,21,-15,30,-12,8
16,5,6,24,13,18,-6,30,-15,8
10,-7,-12,21,-1,21,-21,26,-13,8
1,-3,-1,29,2,15,-17,25,-14,8
9,6,5,26,13,19,-13,27,-14,8
12,2,-2,23,15,22,-8,25,-12,8
6,0,-2,21,4,12,-20,24,-14,8
0,-10,0,26,9,11,-16,26,-11,8
7,0,-2,12,2,15,-20,23,-15,8
14,-1,2,28,10,16,-9,22,-10,8
10,-5,3,26,8,12,-15,22,-10,8
9,-5,-5,22,-2,17,-14,21,-13,8
13,3,0,23,10,22,-4,28,-14,8
12,-4,-1,39,8,15,-8,36,-12,8
14,6,2,26,8,21,-17,29,-15,8
4,0,0,27,7,19,-18,29,-15,8
14,5,3,24,14,23,-17,23,-14,8
0,-8,-5,20,2,10,-14,22,-11,8
16,-4,0,23,2,23,-14,24,-11,8
13,6,1,32,13,20,-12,26,-6,8
10,-3,0,23,6,11,-17,22,-10,8
10,-3,1,34,11,17,-16,26,-14,8
17,0,-2,28,14,21,-6,24,-12,8
12,2,-2,22,13,22,-6,25,-11,8
6,-5,4,26,0,18,-10,23,-13,8
