0	-85	-74	-76	-48	19	-36	1
0	-88	-74	-76	-47	19	-35	1
0	-88	-74	-75	-46	19	-35	1
0	-86	-73	-76	-42	20	-35	1
0	-86	0	-76	-44	21	-34	1
0	-88	-73	-78	-43	20	-34	1
0	-88	-80	-78	-46	19	-35	1
0	-88	-79	-78	-45	18	-35	1
0	-88	-77	-78	-45	19	-35	1
-87	-88	-74	-75	-38	18	-35	1
-89	-85	-68	-73	-50	16	-36	1
-89	-84	-68	-75	-51	20	-34	1
-89	-82	-71	-79	-48	21	-36	1
-89	-82	-69	-75	-52	21	-36	1
-88	-84	-64	-74	-54	21	-36	1
-88	-85	-64	-75	-50	22	-36	1
-88	-87	-65	-77	-49	21	-36	1
-88	-82	-70	-69	-55	22	-36	1
-88	-85	-64	-73	-54	23	-36	1
-88	-79	-68	-70	-59	24	-35	1
-89	-81	-71	-74	-57	23	-34	1
-89	-85	-65	-66	-53	23	-34	1
-89	-79	-66	-66	-57	22	-34	1
-89	-79	-62	-67	-57	21	-34	1
-89	-78	-59	-70	-57	22	-34	1
0	-83	-59	-63	-58	21	-34	1
0	-77	-60	-70	-62	21	-34	1
0	-74	-56	-69	-57	20	-35	1
0	-74	-71	-64	-55	20	-35	1
0	-75	-55	-61	-55	22	-35	1
0	-77	-71	-61	-52	24	-34	1
0	-80	-67	-72	-49	21	-34	1
0	-80	-66	-73	-55	19	-35	1
0	-86	-69	-73	-54	19	-34	1
0	-86	-67	-66	-48	19	-35	1
0	-84	-73	-68	-50	19	-34	1
0	-88	-70	-78	-47	19	-34	1
0	-88	-71	-73	-51	19	-33	1
0	-86	-71	-74	-49	20	-33	1
0	-87	-76	-75	-55	20	-34	1
0	-88	-80	-78	-47	20	-34	1
0	-87	-72	-77	-47	21	-34	1
0	-87	-74	-78	-45	22	-35	1
0	-87	-73	-80	-43	21	-35	1
0	-87	-70	-76	-48	21	-36	1
0	-86	-69	-75	-45	21	-36	1
0	-85	-74	-79	-44	19	-36	1
0	-85	-75	-76	-44	19	-36	1
0	-88	-74	-77	-44	19	-35	1
0	-88	-70	-79	-42	20	-35	1
-87	-87	-73	-80	-43	19	-35	1
-88	-88	-68	-76	-40	16	-36	1
-88	-86	-73	-73	-47	15	-36	1
-88	-82	-70	-70	-47	18	-36	1
-88	-86	-67	-77	-48	19	-36	1
-88	-84	-74	-67	-50	18	-37	1
-88	-83	-69	-76	-49	20	-36	1
-88	-85	-69	-75	-54	22	-36	1
0	-83	-66	-70	-54	21	-36	1
0	-84	-71	-75	-56	22	-36	1
0	-84	-69	-64	-54	23	-35	1
0	-82	-62	-68	-54	22	-35	1
0	-82	-65	-68	-63	22	-35	1
0	-77	-62	-66	-57	23	-34	1
0	-79	-62	-67	-50	21	-35	1
0	-74	-63	-66	-57	21	-34	1
0	-80	-59	-64	-56	20	-35	1
0	-74	-58	-65	-59	20	-35	1
0	-72	-64	-64	-57	20	-35	1
0	-79	-59	-64	-57	21	-35	1
-89	-68	-46	-65	-59	16	-40	2
-89	-65	-47	-65	-56	16	-40	2
-87	-58	-51	-70	-56	16	-41	2
-87	-63	-47	-66	-62	16	-41	2
-87	-52	-44	-66	-73	18	-40	2
-87	-56	-44	-67	-75	17	-40	2
-87	-51	-43	-68	-68	18	-39	2
-87	-53	-38	-66	-75	18	-40	2
-87	-51	-43	-66	-80	18	-40	2
-89	-57	-44	-66	-77	19	-39	2
-89	-48	-37	-69	-73	19	-39	2
-89	-52	-37	-65	-77	20	-39	2
-89	-49	-37	-69	-75	19	-39	2
-89	-51	-41	-69	-80	19	-39	2
-87	-55	-43	-70	-80	19	-39	2
-86	-52	-41	-66	-80	19	-39	2
-87	-59	-39	-67	-80	19	-39	2
-87	-58	-49	-69	-83	19	-39	2
-87	-57	-43	-68	-82	19	-39	2
-87	-49	-37	-72	-79	20	-39	2
-85	-52	-43	-66	-80	20	-40	2
-85	-50	-38	-63	-80	20	-40	2
-85	-49	-39	-67	-79	21	-39	2
-85	-50	-48	-61	-83	21	-39	2
-85	-61	-46	-70	-81	21	-39	2
-85	-54	-46	-62	-81	22	-39	2
-84	-60	-43	-68	-79	21	-39	2
-83	-46	-53	-67	-82	22	-39	2
-83	-46	-47	-71	-85	21	-39	2
-83	-47	-52	-72	-81	21	-39	2
-84	-51	-50	-63	-82	20	-39	2
-80	-55	-52	-73	-83	20	-39	2
-80	-53	-51	-73	-85	19	-39	2
-77	-47	-53	-76	-83	18	-39	2
-82	-53	-47	-71	-82	18	-39	2
-83	-48	-52	-64	-80	19	-39	2
-77	-52	-48	-70	-80	18	-39	2
-78	-47	-49	-73	-82	18	-38	2
-83	-46	-52	-64	-75	21	-38	2
-81	-62	-42	-57	-77	25	-38	2
-81	-62	-44	-59	-72	25	-38	2
-80	-59	-44	-67	-77	25	-37	2
-87	-62	-48	-62	-74	25	-37	2
-84	-64	-50	-67	-76	26	-38	2
-84	-62	-47	-67	-78	27	-37	2
-86	-57	-44	-65	-86	26	-37	2
-86	-62	-40	-63	-80	26	-37	2
-86	-64	-39	-67	-75	27	-36	2
-88	-63	-41	-59	-74	26	-36	2
-88	-56	-38	-59	-71	26	-37	2
-88	-63	-38	-57	-75	25	-37	2
-86	-59	-40	-56	-70	26	-37	2
-88	-64	-36	-64	-76	27	-36	2
-87	-65	-34	-61	-70	25	-37	2
-87	-63	-38	-65	-76	24	-38	2
-87	-64	-34	-58	-74	24	-38	2
-87	0	-34	-59	-71	25	-37	2
-87	-66	-33	-58	-76	24	-37	2
-87	-65	-33	-56	-77	23	-38	2
-87	-70	0	-59	-73	22	-38	2
0	-70	0	-59	0	23	-37	2
0	0	0	-59	0	24	-36	2
-89	-63	-34	-55	-73	24	-36	2
-89	-65	-42	-61	-71	22	-37	2
-89	-63	-37	-58	-68	22	-37	2
-89	0	0	-65	0	21	-37	2
-89	-63	-38	-62	-69	22	-38	2
-87	-66	-37	-56	-67	23	-37	2
-87	-64	-36	-59	-73	22	-37	2
-87	-65	-36	-57	-72	20	-37	2
-87	-65	-38	-59	-73	20	-37	2
-87	-63	-36	-57	-70	20	-37	2
-88	-68	-38	-56	-73	21	-37	2
-89	-61	-41	-61	-68	21	-36	2
-88	-63	-50	-63	-74	20	-37	2
-88	-61	-47	-63	-68	20	-37	2
-87	-64	-40	-64	-66	20	-37	2
-87	-69	-46	-63	-66	21	-35	2
-87	-62	-51	-61	-70	21	-35	2
-87	-64	-49	-61	-73	21	-36	2
-88	-69	-46	-58	-68	21	-36	2
-88	-67	-48	-64	-71	21	-36	2
-88	-64	0	-57	0	20	-37	2
-88	-66	-52	-56	-74	20	-37	2
-88	-66	-50	-59	-70	22	-36	2
-88	-62	-50	-59	-70	21	-37	2
-88	-65	-50	-59	-74	20	-37	2
0	-67	-49	-61	-65	20	-38	2
0	-64	-49	-59	-70	20	-37	2
0	-65	-50	-56	-67	20	-38	2
0	-64	-50	-56	-57	20	-38	2
0	-67	-55	-64	-58	19	-38	2
0	-65	-57	-56	-56	19	-39	2
0	-67	-48	-59	-53	18	-38	2
0	-66	-51	-58	-52	17	-38	2
0	-63	-50	-52	-56	17	-37	2
0	-71	-50	-49	-50	16	-37	2
0	-72	-53	-47	-51	16	-37	2
0	-75	-54	-49	-52	16	-36	2
0	-59	-56	-55	-57	16	-35	2
0	-69	-56	-52	-55	17	-34	2
0	-57	-45	-49	-58	15	-33	2
0	-56	-52	-57	-49	19	-35	2
0	-55	-41	-59	-58	20	-36	2
0	-61	-47	-61	-49	20	-37	2
0	-62	-42	-62	-50	19	-37	2
0	-55	0	-64	0	20	-39	2
-87	-62	-48	-55	-50	19	-38	2
-88	-60	-49	-64	-55	20	-39	2
-88	-58	-47	-68	-56	20	-39	2
-88	-56	-43	-66	-62	21	-39	2
-88	-59	-42	-62	-64	22	-39	2
-87	-54	-41	-68	-66	21	-38	2
-88	-53	-39	-66	-69	22	-37	2
-88	-51	-39	-64	-72	23	-37	2
-88	-51	-39	-66	-76	23	-37	2
-87	-51	-41	-65	-76	22	-36	2
-87	-54	-37	-67	-74	23	-36	2
-87	-58	-39	-65	-79	23	-35	2
-87	-55	-42	-67	-82	22	-36	2
-87	-56	-40	-69	-79	23	-36	2
-86	-51	-37	-66	-75	22	-36	2
-86	-56	-42	-68	-76	22	-36	2
-86	-56	-47	-67	-78	22	-36	2
-85	-54	-38	-66	-82	23	-36	2
-88	-56	-41	-70	-81	22	-36	2
-88	-53	-44	-70	-79	23	-36	2
-86	-55	-38	-67	-77	24	-36	2
-86	-53	-38	-74	-78	24	-36	2
-88	-51	-43	-64	-77	24	-37	2
-88	-48	-44	-59	-76	24	-37	2
-86	-53	-41	-68	-78	24	-37	2
-83	-55	-45	-69	-78	24	-37	2
-84	-58	-51	-69	-80	25	-36	2
-82	-54	-50	-65	-83	26	-36	2
-83	-46	-42	-62	-84	25	-36	2
-82	-48	-47	-72	-85	24	-36	2
-83	-47	-48	-67	-83	25	-36	2
-83	-48	-64	-69	-81	24	-36	2
-83	-49	-46	-68	-82	24	-36	2
-80	-56	-48	-75	-81	23	-36	2
-84	-51	-50	-71	-80	22	-36	2
-85	-55	-53	-73	-81	23	-36	2
-78	-49	-48	-69	-81	21	-36	2
-82	-48	-45	-69	-79	23	-36	2
-84	-67	-48	-63	-78	21	-35	2
-85	-61	-43	-59	-78	23	-36	2
-86	-59	-39	-59	-75	23	-35	2
-86	-63	-43	-55	-77	24	-35	2
-86	-63	-45	-55	-77	25	-34	2
-88	-59	-37	-63	-84	25	-35	2
-88	-64	-35	-60	-77	24	-35	2
-88	-62	-42	-65	-75	25	-35	2
-88	-62	-41	-64	-77	25	-35	2
-88	-69	-34	-61	-77	24	-35	2
-88	-65	-35	-64	-78	24	-35	2
-88	-64	-35	-62	-74	23	-36	2
-88	-66	-36	-60	-73	23	-35	2
-88	-65	-36	-58	-73	22	-35	2
-88	-67	-39	-55	-73	22	-35	2
-88	-62	-36	-58	-78	22	-35	2
0	-67	-33	-57	-76	23	-35	2
0	-66	-39	-61	-79	21	-35	2
0	-65	-39	-61	-67	22	-35	2
-88	-65	-43	-66	-74	21	-35	2
-88	-71	-43	-62	-67	21	-35	2
-88	-69	-50	-70	-76	22	-34	2
-88	-70	-46	-57	-69	22	-35	2
-88	-64	-53	-72	-67	21	-35	2
0	-52	-44	-59	-74	19	-36	2
0	-60	-42	-68	-74	16	-37	2
-86	-51	-40	-68	-74	21	-36	2
-87	-50	-37	-66	-75	22	-36	2
-69	-48	-67	-81	-86	17	-32	3
-70	-49	-65	-75	-83	17	-33	3
-65	-48	-61	-76	-86	19	-32	3
-65	-56	-67	-85	-86	20	-31	3
-66	-55	-72	-82	-88	21	-32	3
-65	-59	-66	-87	-88	22	-32	3
-62	-63	-66	-87	-88	22	-33	3
-56	-68	-69	-87	-80	23	-33	3
-56	-52	-78	-87	-86	24	-33	3
-57	-58	-77	-87	-86	24	-33	3
-63	-59	-79	-86	-87	24	-34	3
-62	-60	-73	-86	-85	25	-34	3
-60	-57	-72	-87	-83	24	-34	3
-53	-57	-80	-87	-85	23	-34	3
-53	-63	-73	-87	-85	22	-34	3
-54	-63	-80	-87	-85	23	-34	3
-54	-59	-75	-87	-88	22	-34	3
-52	-57	-83	0	-86	21	-35	3
-58	-63	-83	0	-89	20	-35	3
-59	-59	-82	0	-89	20	-35	3
-61	-62	-74	0	-89	20	-36	3
-54	-68	-73	-89	-89	21	-36	3
-52	-64	-77	-89	-88	21	-35	3
-51	-64	-78	-89	-88	20	-35	3
-51	-66	-81	-89	-88	21	-35	3
-50	-68	-81	0	-88	21	-34	3
-47	-69	-81	0	-88	21	-35	3
-47	-63	-79	0	-88	22	-34	3
-43	-63	-84	0	-87	22	-34	3
-43	-62	-84	0	-87	22	-35	3
-47	-59	-84	0	-87	21	-35	3
-45	-66	-82	0	-87	21	-35	3
-45	-61	-81	0	-87	21	-35	3
-46	-65	-78	0	-88	21	-34	3
-46	-65	-78	0	-87	21	-35	3
-52	-67	-82	0	-87	21	-35	3
-52	-72	-82	0	-87	20	-34	3
-46	-62	-86	0	-87	20	-34	3
-47	-68	-86	0	-87	20	-35	3
-45	-70	-86	0	-88	17	-35	3
-42	-74	-86	0	-88	16	-36	3
-42	-70	-86	0	-88	16	-36	3
-43	-74	-86	0	-88	17	-36	3
-43	-74	-86	0	-88	16	-36	3
-43	-79	-88	0	-88	15	-37	3
-46	-71	0	0	-88	17	-38	3
-56	-70	0	0	-89	17	-38	3
-49	-66	0	0	-88	22	-38	3
-47	-68	-85	0	-87	21	-37	3
-45	-70	-80	0	-87	20	-37	3
-44	-65	-80	0	-89	21	-37	3
-46	-71	-79	0	-88	20	-37	3
-46	-66	-80	0	-88	20	-37	3
-46	-66	-79	0	-88	22	-36	3
-46	-71	-79	0	-88	21	-37	3
-46	-67	-80	0	-88	21	-37	3
-46	-66	-81	0	-88	21	-37	3
-47	-67	-80	0	-88	21	-37	3
-44	-68	-80	0	0	21	-36	3
-38	-71	-79	-87	0	22	-35	3
-47	-74	-82	-87	-87	20	-35	3
-47	-67	-83	-87	-88	21	-34	3
-47	-67	-81	-87	-88	21	-34	3
-49	-64	0	0	-88	22	-33	3
-53	-64	-84	0	-88	22	-34	3
-51	-58	-84	0	-88	23	-33	3
-55	-63	-84	0	-88	24	-33	3
-55	-64	-76	0	-88	24	-33	3
-57	-58	-77	0	-88	25	-33	3
-52	-58	-79	0	-88	25	-33	3
-53	-59	-81	0	-88	26	-33	3
-54	-61	-81	0	0	26	-33	3
-51	-57	-77	-88	0	26	-33	3
-53	-59	-78	-88	0	26	-32	3
-59	-66	-78	-88	-86	25	-34	3
-53	-62	-75	-88	-86	25	-33	3
-57	-62	-77	-88	-86	25	-34	3
-59	-59	-74	-88	-87	24	-35	3
-65	-56	-79	-88	-87	25	-35	3
-64	-55	-73	-87	-87	24	-35	3
-63	-53	-75	-87	-87	25	-35	3
-65	-58	-77	-89	-87	25	-35	3
-66	-51	-78	-85	-87	25	-35	3
-57	-52	-70	-85	-87	24	-36	3
-56	-52	-70	-85	-88	25	-36	3
-64	-52	0	-83	-88	27	-35	3
-67	-52	-76	-85	-88	26	-35	3
-67	-53	-67	-85	-88	25	-35	3
-69	-49	-75	-82	-88	26	-35	3
-65	-47	-70	-81	0	26	-34	3
-68	-48	-65	-82	-87	25	-34	3
-65	-49	-61	-79	-87	25	-33	3
-70	-47	-65	-80	-87	25	-33	3
-65	-48	-64	-78	-89	24	-33	3
-68	-48	-63	-79	-89	23	-32	3
-68	-47	-66	-79	-89	22	-32	3
-74	-46	-60	-74	-86	21	-32	3
-76	-44	-61	-74	-86	21	-32	3
-76	-43	-57	-71	-86	21	-33	3
-78	-42	-57	-63	-82	20	-33	3
-81	-47	-54	-68	-85	21	-33	3
-80	-40	-56	-64	-85	19	-33	3
-78	-42	-51	-65	-82	20	-33	3
-79	-40	-51	-67	-82	20	-33	3
-80	-44	-50	-64	-82	19	-34	3
-81	-45	-50	-65	-82	19	-34	3
-80	-39	-52	-65	-78	19	-34	3
-69	-44	-48	-57	-78	19	-33	3
-75	-47	-55	-59	-78	20	-33	3
-74	-47	-49	-59	-76	20	-33	3
-73	-49	-46	-59	-75	21	-31	3
