@relation Dataset-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute AN0 numeric
@attribute AN1 numeric
@attribute AN2 numeric
@attribute AN3 numeric
@attribute AN4 numeric
@attribute AN5 numeric
@attribute AN6 numeric
@attribute MGY numeric
@attribute MGZ numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
13,-5,-6,22,3,25,-8,35,-20,5
5,-10,-7,10,7,18,-16,26,-17,5
3,-8,-10,16,-4,21,-17,27,-14,5
-1,-12,-8,6,2,19,-18,22,-15,5
10,-5,-7,15,2,20,-24,23,-16,5
9,-6,-7,15,12,19,-13,15,-21,5
4,-5,-11,6,0,9,-18,22,-18,5
6,-10,-7,14,3,17,-23,26,-16,5
2,-11,-5,15,-4,19,-14,23,-14,5
2,-21,-10,17,7,22,-10,24,-14,5
14,-1,-10,22,11,24,-7,21,-12,5
0,-4,-10,16,0,19,-14,25,-17,5
7,-4,-6,11,6,19,-15,21,-15,5
-9,-9,-14,10,-2,12,-19,20,-18,5
9,-7,-5,19,-1,22,-6,21,-19,5
-4,-13,-11,5,3,19,-20,25,-16,5
4,-4,-1,7,7,9,-16,23,-18,5
8,-14,-5,5,-2,22,-23,21,-19,5
-3,-3,-13,2,-11,5,-24,20,-17,5
3,-13,-6,11,4,17,-12,29,-18,5
-3,-20,-15,4,3,10,-23,33,-19,5
10,-3,-3,18,4,18,-14,23,-17,5
8,-6,-4,12,6,18,-9,24,-16,5
2,59,59,11,3,21,-19,24,-13,5
13,-6,-6,20,8,19,-7,38,-16,5
11,-7,-12,11,8,19,-14,18,-18,5
-2,-11,-15,1,-1,4,-19,21,-18,5
4,-4,-9,17,8,26,-12,21,-10,5
10,-7,-10,20,2,22,-16,22,-11,5
6,-7,-10,10,-3,11,-22,31,-15,5
3,-5,-8,13,7,21,-9,25,-16,5
7,-3,-11,12,1,20,-15,21,-17,5
9,-9,-10,19,0,21,-11,22,-19,5
12,-7,-5,19,8,24,-17,22,-15,5
9,-4,-6,20,-5,22,-8,37,-21,5
13,1,4,19,11,30,-9,24,-16,5
13,-6,-8,13,6,62,-23,24,-11,5
5,-5,-8,13,10,26,-8,26,-16,5
10,0,-10,9,2,24,-23,23,-19,5
9,-7,-7,16,2,23,-12,22,-16,5
-1,-9,8,1,5,-6,-22,23,-21,2
12,4,11,5,18,4,-14,23,-18,2
-2,2,12,8,11,5,-15,22,-23,2
3,-6,3,8,6,9,-20,19,-12,2
10,0,14,15,15,8,-12,23,-24,2
2,-2,2,-2,4,1,-15,25,-13,2
-8,-3,-17,-8,-3,3,-33,26,-19,2
-1,-3,15,11,3,8,-18,24,-27,2
-5,0,23,6,16,3,-18,24,-13,2
-12,-13,-14,0,2,-1,-23,23,-25,2
-5,-8,6,14,6,2,-22,24,-24,2
0,-4,5,12,17,10,-17,26,-18,2
0,2,15,16,13,8,-11,24,-20,2
-1,5,-8,13,7,1,-10,24,-23,2
7,-2,8,-3,16,6,-18,21,-25,2
-14,-5,-16,2,-3,-7,-28,27,-25,2
8,1,6,7,14,4,-19,21,-26,2
-9,-11,-6,6,15,4,-31,24,-18,2
5,-3,13,11,10,6,-17,25,-26,2
-4,-6,2,10,7,8,-21,24,-17,2
-7,-11,-12,-5,-1,1,-32,24,-25,2
0,-9,20,10,10,5,-19,20,-26,2
5,-5,-3,7,3,-2,-24,29,-15,2
-12,-5,-14,-4,0,4,-28,23,-25,2
2,6,13,20,7,8,-15,25,-25,2
6,1,15,21,11,7,-14,24,-23,2
-3,-1,-14,2,3,-2,-17,23,-21,2
-7,2,-11,3,6,1,-27,23,-18,2
0,-9,5,12,10,6,-15,24,-24,2
-13,-15,-31,-10,-10,-9,-33,23,-25,2
5,-4,-3,6,3,4,-21,23,-12,2
-4,-3,5,11,11,9,-18,25,-18,2
1,-3,-2,8,15,12,-17,26,-16,2
9,1,-8,3,6,7,-12,24,-25,2
-2,-2,0,12,7,3,-16,23,-11,2
-1,3,-2,3,10,10,-21,22,-24,2
-2,-12,-9,4,0,2,-18,19,-18,2
-4,-5,3,4,7,4,-17,26,-19,2
1,17,21,5,27,10,-13,26,-8,7
-4,6,15,6,16,2,-23,25,-13,7
7,7,15,12,23,9,-19,25,-8,7
6,15,20,9,27,10,-16,17,-2,7
-7,1,3,7,20,7,-22,23,5,7
4,16,26,10,37,16,-15,19,-2,7
3,9,25,8,30,9,-9,23,-15,7
-1,5,11,13,19,5,-18,23,6,7
10,18,17,6,25,12,-9,7,-11,7
5,17,29,16,28,4,-12,25,-15,7
0,3,22,7,22,4,-18,17,-10,7
3,6,12,12,21,12,-16,23,-13,7
2,7,9,14,19,5,-18,22,6,7
3,4,9,5,14,6,-17,23,-13,7
5,8,24,12,18,4,-17,35,-12,7
5,4,13,9,12,1,-22,21,-16,7
2,9,22,13,22,5,-18,27,-8,7
5,13,11,1,22,6,-20,20,-16,7
-8,6,7,12,14,9,-18,23,-3,7
-4,16,21,-2,26,4,-19,28,-12,7
-3,3,19,7,20,5,-19,23,-16,7
6,18,17,11,22,3,-16,30,-11,7
4,10,33,17,21,17,-14,24,-14,7
10,10,19,16,25,14,-7,22,-8,7
5,8,20,7,15,1,-15,26,-13,7
3,8,14,17,22,1,-19,23,-15,7
5,13,16,5,21,12,-11,14,-17,7
5,14,14,11,27,3,-19,18,-17,7
7,8,10,7,21,9,-16,20,-14,7
5,12,12,4,17,11,-19,21,-12,7
0,13,14,11,24,5,-16,26,-8,7
2,18,15,3,23,4,-16,23,-5,7
3,8,17,3,18,3,-21,25,-14,7
5,15,12,8,20,6,-21,19,-17,7
7,5,14,1,16,8,-19,21,-12,7
-4,7,15,0,11,2,-24,23,-16,7
1,0,20,5,16,5,-20,26,-13,7
0,4,15,9,18,7,-19,24,-13,7
5,15,24,19,32,17,-8,19,-14,7
1,10,19,11,28,10,-12,23,-15,7
5,1,4,10,15,8,-18,22,2,7
8,12,7,12,19,7,-19,23,-15,7
9,13,25,14,28,13,-11,20,-14,7
-3,15,20,8,28,6,-11,19,-3,7
0,11,18,9,19,-1,-17,22,-15,7
-10,8,17,0,13,3,-23,23,-16,7
-2,11,21,6,12,2,-21,27,-9,7
5,9,19,14,21,9,-18,25,-16,7
11,12,25,13,26,7,-11,24,-16,7
-7,3,8,13,16,8,-21,23,-3,7
11,12,16,15,19,10,-19,22,-14,7
-1,7,17,9,22,3,-22,22,-15,7
8,12,21,20,21,8,-15,20,-16,7
9,12,24,13,26,11,-12,21,-15,7
9,7,13,8,23,13,-20,20,-13,7
2,5,10,12,19,5,-18,22,7,7
5,9,10,11,21,4,-22,23,-14,7
2,6,15,6,17,2,-23,27,-12,7
3,12,10,12,20,4,-17,24,-14,7
10,5,16,10,16,13,-16,24,-18,7
2,9,22,12,23,5,-17,26,-8,7
3,10,15,15,22,5,-17,21,-16,7
-10,8,17,1,10,2,-23,23,-16,7
4,15,13,8,24,8,-15,22,-12,7
4,15,16,8,26,7,-17,22,-10,7
-7,4,10,14,18,9,-17,23,-3,7
7,5,19,10,18,7,-17,21,-14,7
10,17,26,16,28,15,-11,23,-12,7
1,15,12,1,22,8,-19,24,-5,7
5,11,16,18,20,6,-19,22,-15,7
8,-3,-1,11,18,1,-22,23,-16,7
3,4,11,8,22,3,-22,25,-13,7
11,12,16,17,21,14,-10,23,-16,7
5,9,15,11,16,10,-18,24,-11,7
11,15,10,13,26,7,-12,3,-10,7
2,22,15,6,32,14,-12,24,-6,7
-2,6,13,4,25,3,-22,22,-14,7
7,4,17,7,15,7,-15,24,-17,7
3,8,22,10,19,3,-21,25,-8,7
7,11,22,8,24,11,-14,25,-8,7
-2,11,19,9,20,6,-19,11,-17,7
4,5,18,17,10,11,-21,21,-16,7
8,11,18,14,24,7,-17,25,-16,7
2,14,13,1,21,5,-16,24,-5,7
12,5,7,13,19,17,-13,23,-15,7
4,-6,3,3,22,2,-22,24,-8,7
-6,18,19,8,25,9,-15,25,-14,7
3,3,14,17,10,10,-21,22,-17,7
1,7,10,14,20,5,-15,23,6,7
3,17,19,6,26,7,-16,24,-6,7
9,7,21,6,21,6,-15,24,-15,7
1,8,21,6,28,7,-15,19,-13,7
3,11,11,3,18,10,-19,21,-12,7
-2,-1,22,10,21,4,-18,28,-13,7
2,11,12,17,16,8,-18,24,-16,7
0,9,14,11,18,10,-14,21,-19,7
9,18,19,13,30,6,-13,23,-18,7
-3,15,13,9,25,10,-16,25,-9,7
2,14,12,6,19,10,-13,20,-12,7
-2,7,19,12,25,7,-12,22,-16,7
1,11,7,7,20,7,-21,21,-11,7
6,7,23,11,20,10,-18,22,-13,7
4,19,29,15,29,8,-10,25,-16,7
-3,6,9,12,13,8,-21,23,-3,7
3,4,19,4,19,-1,-23,31,-11,7
3,7,21,6,17,1,-15,25,-13,7
-4,4,6,12,12,8,-21,23,-3,7
6,11,23,10,23,9,-17,26,-8,7
-3,15,13,8,24,10,-13,25,-10,7
6,14,23,9,23,10,-17,26,-8,7
-3,3,22,12,27,2,-15,29,-14,7
6,11,16,13,24,8,-18,22,-14,7
8,-1,18,1,19,6,-19,23,-17,7
6,3,5,10,14,9,-22,25,-11,7
3,16,14,3,24,8,-18,24,-5,7
1,12,13,15,20,7,-18,25,-16,7
6,13,17,11,16,11,-17,20,-11,7
-1,9,19,12,24,12,-15,24,-8,7
6,4,19,16,23,7,-17,27,-13,7
0,10,17,14,18,4,-13,26,-16,7
-1,10,19,9,20,7,-18,10,-17,7
2,2,12,10,14,0,-17,20,-17,7
1,5,13,1,12,7,-20,23,-13,7
10,19,24,12,29,12,-11,23,-10,7
4,16,16,8,26,6,-13,23,-10,7
-2,10,12,5,19,6,-22,24,-13,7
2,0,17,11,15,5,-18,19,-15,7
-3,14,18,9,22,5,-18,27,-10,7
3,6,12,11,16,9,-21,21,-13,7
1,16,13,7,31,10,-15,24,-7,7
5,16,16,11,26,9,-10,20,-18,7
2,15,15,2,23,5,-18,24,-5,7
3,3,10,10,25,-1,-18,22,-12,7
7,14,23,10,30,12,-12,26,-12,7
2,6,26,14,25,7,-15,30,-13,7
-2,13,21,13,22,8,-16,22,-15,7
-3,16,24,9,27,5,-12,23,-10,7
8,5,5,13,15,8,-17,22,-19,7
5,6,6,4,13,6,-17,23,-13,7
4,7,19,4,14,-1,-16,25,-13,7
0,7,19,4,14,-1,-16,25,-13,7
7,19,29,16,29,8,-13,25,-17,7
10,6,24,9,31,8,-10,26,-14,7
-3,10,4,7,17,1,-24,23,-14,7
2,12,20,3,29,8,-17,19,-5,7
1,1,10,8,14,5,-21,21,-15,7
-2,2,13,7,9,2,-21,22,-7,7
4,7,21,4,15,-1,-20,25,-13,7
0,14,11,15,22,8,-19,21,-14,7
9,15,26,11,23,13,-17,23,-15,7
3,15,23,7,25,7,-13,19,-5,7
3,11,12,16,17,7,-17,24,-16,7
-8,0,19,9,21,5,-22,21,-12,7
-2,6,21,5,16,6,-14,20,-15,7
5,8,9,12,21,2,-23,22,-14,7
4,2,16,9,25,11,-19,6,-12,7
7,9,7,10,23,6,-14,4,-9,7
-3,5,19,11,21,5,-19,22,-13,7
5,4,15,12,10,9,-17,21,-10,7
7,17,26,12,34,10,-10,22,-13,7
-1,14,14,3,22,8,-18,23,-5,7
5,15,15,7,27,9,-14,24,-7,7
2,3,12,12,20,4,-21,24,-14,7
3,24,17,10,36,15,-11,24,-5,7
2,17,16,7,28,3,-13,22,-17,7
3,9,19,3,20,7,-17,21,-13,7
-4,7,19,8,23,2,-16,21,-1,7
2,7,21,5,19,4,-16,25,-16,7
-1,12,22,15,20,6,-16,27,-9,7
0,9,17,9,21,6,-17,10,-17,7
5,19,7,4,32,8,-17,18,-17,7
0,6,13,10,22,7,-21,25,-8,7
0,5,18,12,15,4,-16,22,-15,7
12,8,10,14,21,13,-11,23,-15,7
-4,5,21,8,19,1,-16,17,-17,7
4,13,10,10,22,2,-19,23,-14,7
15,16,26,16,35,16,-6,20,-13,7
5,15,20,17,31,11,-12,28,-3,7
3,7,23,-2,20,6,-18,21,-15,7
-5,6,14,2,23,5,-21,23,-11,7
14,8,17,12,24,8,-16,24,-17,7
2,6,19,5,21,3,-18,25,-14,7
9,5,18,13,16,10,-18,21,-14,7
2,16,15,3,23,6,-15,24,-5,7
-12,9,7,11,13,8,-23,23,-4,7
1,12,10,11,22,15,-16,22,-19,7
-4,6,13,12,22,3,-19,22,-16,7
-3,14,12,7,23,9,-14,25,-9,7
2,13,11,13,21,12,-14,24,-14,7
3,18,19,10,27,7,-16,28,-10,7
9,9,15,13,15,6,-15,21,-18,7
-1,18,11,5,24,7,-16,30,-18,7
-1,10,20,16,25,14,-16,19,-11,7
0,6,16,10,23,9,-15,24,-14,7
-5,6,16,-2,15,-2,-23,24,-16,7
-1,7,22,7,21,5,-15,25,-15,7
-4,5,9,12,15,8,-22,23,-3,7
5,9,21,10,25,2,-15,25,-13,7
-5,2,11,3,11,2,-23,20,-15,7
5,7,23,14,19,-1,-18,18,-17,7
1,11,12,7,21,0,-17,25,-13,7
-7,16,11,9,23,6,-15,30,-18,7
-4,14,24,4,24,8,-13,26,-8,7
7,10,27,18,30,11,-13,20,-15,7
-2,15,16,7,25,11,-16,25,-10,7
0,23,15,7,33,14,-10,24,-6,7
6,7,10,3,21,5,-21,22,-15,7
2,15,14,2,25,4,-16,24,-5,7
7,8,17,15,23,9,-15,21,-16,7
-6,-9,-3,5,8,2,-21,23,-12,2
11,1,21,13,7,9,-10,21,-26,2
6,0,-6,7,8,1,-21,23,-22,2
-2,-4,-8,6,11,4,-20,26,-21,2
-2,-4,2,10,9,64,-23,25,-17,2
-2,4,13,6,5,7,-22,22,-21,2
3,-5,-8,-4,7,-7,-23,23,-26,2
-6,-5,12,7,3,-4,-27,24,-26,2
-14,-12,-19,-4,-8,-9,-34,26,-13,2
-5,-13,3,7,11,-1,-27,24,-12,2
2,-1,-5,2,13,5,-17,19,-26,2
8,-1,13,9,8,10,-14,22,-13,2
-13,-11,-5,5,9,-1,-21,21,-27,2
0,-7,10,10,2,5,-19,24,-24,2
-12,-10,-14,-10,-2,-6,-32,24,-25,2
-2,-2,14,14,13,1,-17,22,-26,2
3,-5,16,7,6,8,-19,21,-23,2
-4,-4,9,4,8,-2,-17,28,-13,2
-4,-14,13,2,-1,-6,-24,28,-13,2
-5,-13,2,7,-29,-1,-29,24,-12,2
3,-9,-10,5,6,6,-19,22,-28,2
-1,-5,-2,0,14,0,-25,22,-26,2
-13,-10,-2,11,5,-7,-23,23,-26,2
-2,-3,2,4,7,1,-24,21,-26,2
-13,2,-10,2,4,2,-25,22,-18,2
-6,-2,14,13,5,4,-18,22,-26,2
-5,-14,-6,11,-1,12,-21,24,-25,2
-2,-1,6,11,12,12,-14,23,-16,2
0,5,26,8,9,2,-13,21,-25,2
4,3,16,12,16,9,-8,27,-26,2
-4,-2,-9,6,0,2,-28,16,-27,2
8,-3,11,11,14,9,-10,23,-12,2
-10,-14,-24,-10,-1,-7,-34,27,-19,2
2,4,20,4,9,1,-16,22,-25,2
-85,-63,-65,-51,-57,0,-76,17,-20,2
3,5,3,13,15,15,-21,24,-26,2
0,1,1,16,7,1,-12,23,-25,2
-1,-4,10,14,4,5,-17,22,-24,2
7,-2,-8,10,4,4,-14,24,-25,2
3,-5,-6,8,0,3,-21,26,-23,2
1,-2,5,14,8,5,-18,25,-25,2
-6,-3,2,11,7,6,-25,23,-11,2
0,-5,-10,6,-5,0,-23,24,-13,2
2,-1,-2,1,5,-1,-16,25,-13,2
-9,-5,10,2,19,9,-16,23,-15,2
8,-6,-10,9,5,15,-14,25,-25,2
3,-5,15,7,10,5,-19,24,-24,2
-4,-5,-11,-1,5,2,-26,26,-26,2
2,0,8,38,12,16,-10,53,-7,4
10,-3,2,20,-1,15,-17,28,-19,4
3,-5,1,24,3,14,-20,7,-18,4
9,-1,10,23,14,16,-11,26,-12,4
10,-1,7,30,12,20,-14,11,-18,4
2,-9,5,23,12,11,-17,13,-18,4
5,6,9,19,11,12,-18,26,-19,4
4,-3,-5,15,8,5,-16,27,-11,4
16,12,10,40,8,23,-2,18,-18,4
1,-8,-3,16,7,16,-17,24,-11,4
2,-8,5,22,11,10,-19,13,-18,4
8,-2,3,24,5,18,-17,30,-20,4
7,-6,3,21,2,15,-11,29,-19,4
7,0,5,21,3,15,-10,26,-19,4
7,0,-5,33,5,18,-12,21,-15,4
1,-4,7,30,7,14,-17,24,-16,4
10,-1,10,24,11,17,-11,26,-11,4
13,-4,8,27,9,15,-12,25,-18,4
11,2,11,27,11,17,-12,18,-15,4
2,-9,6,20,11,10,-19,13,-18,4
9,-3,10,21,13,16,-12,26,-11,4
4,-3,3,21,7,14,-11,14,-16,4
6,4,8,29,5,19,-12,19,-19,4
13,-2,13,37,11,18,-4,18,-14,4
1,-2,3,20,2,8,-22,19,-18,4
5,-4,4,23,4,14,-13,27,-18,4
3,-7,6,19,15,13,-12,25,-21,4
10,1,5,34,9,16,-14,17,-15,4
13,-4,4,33,5,16,-10,26,-20,4
0,-8,2,28,0,16,-13,12,-9,4
13,5,2,36,6,17,-7,19,-17,4
12,2,4,17,4,17,-21,22,-22,4
11,3,5,36,16,22,-9,17,-17,4
7,6,11,31,12,17,-9,19,-20,4
7,-8,-3,31,3,17,-14,21,-14,4
7,-3,6,34,11,19,-14,3,-18,4
10,0,8,31,8,19,-10,8,-15,4
8,-10,3,33,5,17,-12,20,-13,4
8,-1,9,29,1,17,-7,7,-10,4
8,-3,2,24,7,19,-9,29,-20,4
9,-6,1,19,10,11,-19,25,-19,4
16,10,8,34,10,19,-4,17,-15,4
9,-6,-7,19,2,9,-24,26,-24,4
13,-4,6,26,7,19,-17,29,-20,4
6,-3,4,32,12,15,-16,17,-16,4
1,-8,-1,28,-3,6,-20,19,-18,4
10,10,11,35,12,23,-6,48,-7,4
6,2,6,26,10,20,-12,20,-18,4
11,-1,8,22,15,18,-13,25,-11,4
2,-8,4,20,14,13,-13,24,-22,4
12,2,14,20,7,18,-12,23,-23,4
4,0,6,38,6,17,-9,44,-8,4
9,-3,-3,16,1,12,-22,25,-19,4
16,6,8,27,13,24,-11,7,-17,4
20,-2,10,18,11,16,-9,26,-19,4
1,-4,8,18,11,13,-16,23,-20,4
12,-1,6,25,-3,19,-13,30,-21,4
-2,1,4,12,10,9,-15,23,-10,4
2,-6,-1,25,11,11,-13,14,-15,4
11,1,2,26,8,15,-14,25,-20,4
5,0,5,25,8,14,-11,27,-18,4
14,-2,7,19,9,14,-5,24,-22,4
11,-2,4,15,3,16,-18,26,-23,4
11,2,11,34,3,21,-5,6,-10,4
11,-2,3,14,3,16,-18,25,-23,4
11,-6,-3,18,3,13,-14,29,-20,4
2,-4,5,27,5,17,-16,17,-17,4
3,-3,5,24,7,15,-13,8,-9,4
11,-5,6,9,17,12,-16,28,-11,4
5,3,5,21,12,12,-12,28,-19,4
17,6,9,26,7,16,-9,25,-10,4
0,-3,2,24,7,12,-19,15,-9,4
12,9,12,41,21,27,1,8,-17,4
8,2,6,21,11,19,-13,19,-17,4
11,-7,3,19,5,13,-19,22,-16,4
11,2,4,36,16,21,-7,17,-17,4
10,10,8,20,11,18,-14,23,-11,4
15,3,8,27,9,16,-15,29,-13,4
71,-6,4,29,5,16,-14,12,-8,4
1,-8,3,17,14,12,-14,24,-21,4
7,-2,6,28,11,16,-15,35,-10,4
15,-4,6,14,-1,12,-17,25,-24,4
2,-8,5,23,11,11,-20,13,-18,4
2,-1,5,26,4,13,-18,4,-18,4
12,-5,-3,24,6,15,-14,27,-20,4
10,-3,9,29,12,18,-15,25,-19,4
0,-4,5,21,9,13,-18,28,-22,4
2,-8,4,29,1,16,-16,12,-9,4
2,-9,6,36,10,16,-10,12,-12,4
9,-3,5,38,-1,19,-13,15,-17,4
0,1,2,11,6,4,-16,26,-15,4
8,-5,2,18,2,15,-19,28,-19,4
9,-3,6,31,7,17,-10,26,-19,4
20,-3,12,21,10,19,-15,26,-23,4
11,-1,9,19,6,14,-18,27,-20,4
10,2,6,26,10,14,-8,15,-9,4
9,2,7,28,11,15,-10,24,-19,4
5,-9,2,22,3,7,-15,19,-18,4
23,-2,13,21,10,14,-12,22,-23,4
0,-2,8,16,11,13,-20,23,-20,4
4,-6,2,27,6,17,-11,22,-21,4
14,2,12,24,14,23,-10,26,-11,4
9,-1,4,29,8,14,-9,9,-9,4
2,69,69,24,6,16,-14,21,-9,4
10,-2,8,29,7,16,-10,16,-15,4
14,3,10,27,21,19,-10,12,-18,4
9,9,13,41,22,27,3,8,-17,4
9,-5,3,5,16,10,-18,27,-10,4
8,-1,5,35,13,17,-16,17,-16,4
-3,1,9,28,7,13,-16,21,-17,4
4,3,4,18,9,12,-17,26,-19,4
12,0,7,12,14,12,-14,27,-11,4
8,1,7,12,8,10,-19,24,-19,4
0,3,-1,22,6,13,-12,29,-18,4
4,-3,2,24,8,12,-19,16,-9,4
3,-6,4,29,6,17,-17,10,-17,4
8,-6,8,23,5,19,-11,23,-11,4
10,-2,4,15,2,16,-18,26,-23,4
12,-2,5,22,10,15,-17,28,-12,4
15,-3,6,26,5,20,-14,24,-11,4
1,-4,0,21,6,12,-20,26,-19,4
10,-1,12,10,6,17,-17,29,-20,4
2,-8,5,23,12,11,-19,13,-18,4
1,-8,5,23,12,11,-17,14,-17,4
7,0,5,35,5,20,-12,23,-18,4
6,-1,3,23,7,15,-15,16,-19,4
8,-2,7,31,17,18,-9,24,-14,4
1,1,-2,16,8,11,-17,24,-10,4
-5,-6,8,19,14,18,-17,24,-21,4
13,-7,2,22,6,14,-19,29,-22,4
7,3,4,26,-1,16,-12,29,-22,4
15,-2,2,24,12,16,-15,21,-18,4
12,2,11,30,17,16,-13,25,-15,4
4,-2,-4,22,11,16,-11,26,-22,4
10,4,5,25,10,19,-12,30,-13,4
14,5,8,36,17,20,-8,7,-16,4
7,-4,6,26,73,16,-16,8,-9,4
5,-5,10,8,10,8,-14,24,-16,4
12,-1,2,27,3,18,-10,7,-9,4
-5,-4,1,30,2,16,-7,27,-19,4
4,-5,-2,20,1,8,-20,19,-18,4
1,-8,5,23,12,13,-15,13,-18,4
12,8,18,31,19,18,-9,28,-18,4
11,-3,3,15,3,16,-16,26,-23,4
-4,-3,8,15,10,12,-13,22,-20,4
6,-2,4,24,9,17,-11,30,-21,4
2,-9,4,25,12,12,-15,14,-18,4
3,-3,3,23,10,11,69,16,-10,4
8,-1,8,32,14,15,-8,36,-9,4
15,-2,6,19,14,17,-14,24,-11,4
9,3,8,25,7,16,-10,15,-8,4
7,5,14,13,9,9,-17,23,-19,4
20,1,12,22,10,16,-9,26,-19,4
11,-2,7,18,5,14,-19,28,-20,4
12,-4,1,21,3,20,-15,28,-18,4
6,4,9,31,7,17,-15,20,-21,4
4,-7,-5,22,8,13,-13,24,-22,4
12,-1,4,19,10,17,-17,25,-11,4
17,-6,4,31,2,14,-13,26,-20,4
