1	-68.0	-55.0	-46.0	-71.0	-82.0	-74.0	-83.0	-85.0	22.0	-37.0
1	-69.0	-53.0	-46.0	-71.0	-82.0	-74.0	-84.0	-87.0	20.0	-36.0
1	-66.0	-52.0	-39.0	-71.0	-76.0	-73.0	-75.0	-85.0	21.0	-35.0
1	-70.0	-49.0	-43.0	-67.0	-76.0	-73.0	-80.0	-85.0	20.0	-36.0
1	-67.0	-52.0	-45.0	-65.0	-79.0	-70.0	-81.0	-85.0	19.0	-36.0
1	-66.0	-55.0	-43.0	-64.0	-81.0	-67.0	-73.0	-85.0	20.0	-36.0
1	-72.0	-56.0	-46.0	-67.0	-85.0	-75.0	-82.0	-82.0	21.0	-34.0
1	-75.0	-54.0	-46.0	-70.0	-80.0	-75.0	-78.0	-81.0	20.0	-35.0
1	-73.0	-52.0	-44.0	-70.0	-80.0	-75.0	-78.0	-81.0	20.0	-35.0
1	-73.0	-50.0	-43.0	-81.0	-81.0	-74.0	-82.0	-85.0	20.0	-35.0
1	-74.0	-50.0	-44.0	-66.0	-81.0	-69.0	-80.0	-84.0	20.0	-35.0
1	-74.0	-50.0	-40.0	-69.0	-84.0	-64.0	-77.0	-88.0	20.0	-35.0
1	-69.0	-53.0	-39.0	-68.0	-79.0	-70.0	-77.0	-83.0	21.0	-35.0
1	-68.0	-52.0	-34.0	-65.0	-77.0	-71.0	-80.0	-83.0	22.0	-33.0
1	-69.0	-54.0	-41.0	-72.0	-80.0	-70.0	-79.0	-83.0	21.0	-35.0
1	-71.0	-51.0	-38.0	-72.0	-76.0	-76.0	-80.0	-86.0	21.0	-34.0
1	-72.0	-59.0	-42.0	-73.0	-78.0	-75.0	-80.0	-89.0	23.0	-34.0
1	-68.0	-49.0	-44.0	-69.0	-80.0	-75.0	-80.0	-82.0	25.0	-32.0
1	-67.0	-51.0	-44.0	-67.0	-79.0	-72.0	-80.0	-89.0	27.0	-33.0
1	-63.0	-52.0	-42.0	-63.0	-82.0	-71.0	-80.0	-89.0	28.0	-33.0
1	-73.0	-52.0	-49.0	-71.0	-75.0	-72.0	-80.0	-89.0	28.0	-32.0
1	-70.0	-54.0	-47.0	-67.0	-79.0	-67.0	-82.0	-84.0	29.0	-30.0
1	-71.0	-55.0	-51.0	-62.0	-79.0	-65.0	-76.0	-82.0	29.0	-30.0
1	-71.0	-52.0	-53.0	-62.0	-77.0	-67.0	-77.0	-82.0	30.0	-30.0
1	-73.0	-47.0	-46.0	-69.0	-76.0	-65.0	-76.0	-83.0	30.0	-30.0
1	-67.0	-54.0	-45.0	-64.0	-80.0	-69.0	-77.0	-79.0	28.0	-32.0
1	-69.0	-54.0	-42.0	-64.0	-80.0	-71.0	-80.0	-81.0	27.0	-31.0
1	-71.0	-54.0	-40.0	-69.0	-77.0	-68.0	-80.0	-85.0	26.0	-32.0
1	-71.0	-51.0	-45.0	-71.0	-78.0	-68.0	-78.0	-85.0	24.0	-33.0
1	-68.0	-46.0	-45.0	-67.0	-78.0	-69.0	-77.0	-83.0	23.0	-34.0
1	-60.0	-44.0	-46.0	-67.0	-84.0	-69.0	-76.0	-86.0	24.0	-34.0
1	-64.0	-59.0	-46.0	-61.0	-78.0	-67.0	-79.0	-79.0	24.0	-34.0
1	-64.0	-59.0	-49.0	-63.0	-76.0	-69.0	-78.0	-80.0	23.0	-35.0
1	-72.0	-48.0	-51.0	-62.0	-74.0	-70.0	-76.0	-76.0	24.0	-35.0
1	-68.0	-54.0	-47.0	-61.0	-81.0	-69.0	-77.0	-82.0	25.0	-34.0
1	-69.0	-53.0	-47.0	-56.0	-78.0	-65.0	-77.0	-75.0	25.0	-34.0
1	-75.0	-48.0	-51.0	-59.0	-72.0	-69.0	-80.0	-82.0	25.0	-34.0
1	-66.0	-63.0	-53.0	-60.0	-82.0	-65.0	-75.0	-85.0	25.0	-36.0
1	-69.0	-56.0	-48.0	-65.0	-70.0	-69.0	-79.0	-78.0	21.0	-37.0
1	-67.0	-49.0	-38.0	-67.0	-75.0	-71.0	-83.0	-82.0	19.0	-35.0
1	-72.0	-51.0	-45.0	-67.0	-81.0	-74.0	-83.0	-83.0	20.0	-34.0
1	-70.0	-57.0	-45.0	-67.0	-81.0	-68.0	-76.0	-80.0	20.0	-34.0
1	-69.0	-47.0	-44.0	-69.0	-81.0	-67.0	-71.0	-87.0	19.0	-36.0
1	-70.0	-50.0	-38.0	-64.0	-81.0	-68.0	-71.0	-87.0	20.0	-35.0
1	-73.0	-50.0	-35.0	-70.0	-81.0	-69.0	-73.0	-87.0	21.0	-35.0
1	-69.0	-52.0	-36.0	-67.0	-77.0	-74.0	-73.0	-85.0	21.0	-35.0
1	-70.0	-55.0	-38.0	-73.0	-76.0	-74.0	-73.0	-86.0	21.0	-34.0
1	-72.0	-54.0	-39.0	-66.0	-76.0	-73.0	-78.0	-82.0	20.0	-35.0
1	-65.0	-50.0	-35.0	-70.0	-80.0	-76.0	-78.0	-82.0	20.0	-35.0
1	-77.0	-49.0	-37.0	-70.0	-84.0	-73.0	-78.0	-87.0	19.0	-35.0
1	-68.0	-55.0	-30.0	-70.0	-83.0	-74.0	-80.0	-89.0	18.0	-36.0
1	-71.0	-57.0	-33.0	-72.0	-83.0	-70.0	-83.0	-89.0	20.0	-34.0
1	-76.0	-58.0	-32.0	-72.0	-85.0	-71.0	-81.0	-87.0	20.0	-35.0
1	-76.0	-54.0	-35.0	-71.0	-71.0	-71.0	-81.0	-85.0	20.0	-34.0
1	-76.0	-56.0	-33.0	-71.0	-71.0	-72.0	-78.0	-85.0	20.0	-35.0
1	-74.0	-55.0	-29.0	-69.0	-81.0	-70.0	-80.0	-85.0	19.0	-35.0
1	-69.0	-55.0	-30.0	-68.0	-80.0	-74.0	-83.0	-85.0	18.0	-35.0
1	-68.0	-56.0	-28.0	-69.0	-80.0	-72.0	-81.0	-85.0	16.0	-35.0
1	-72.0	-59.0	-26.0	-64.0	-84.0	-76.0	-82.0	-83.0	17.0	-35.0
1	-72.0	-55.0	-26.0	-68.0	-80.0	-71.0	-83.0	-83.0	16.0	-35.0
1	-71.0	-53.0	-31.0	-64.0	-85.0	-72.0	-82.0	-84.0	17.0	-35.0
1	-77.0	-50.0	-31.0	-65.0	-84.0	-72.0	-81.0	-84.0	18.0	-34.0
1	-69.0	-50.0	-32.0	-66.0	-82.0	-70.0	-78.0	-88.0	22.0	-33.0
1	-72.0	-55.0	-38.0	-66.0	-77.0	-72.0	-79.0	-84.0	23.0	-34.0
1	-69.0	-56.0	-46.0	-71.0	-82.0	-73.0	-79.0	-84.0	24.0	-34.0
1	-68.0	-50.0	-39.0	-68.0	-75.0	-73.0	-78.0	-78.0	25.0	-33.0
1	-70.0	-51.0	-42.0	-61.0	-75.0	-69.0	-82.0	-84.0	25.0	-33.0
1	-67.0	-54.0	-45.0	-62.0	-78.0	-69.0	-80.0	-75.0	26.0	-33.0
1	-71.0	-53.0	-43.0	-62.0	-78.0	-71.0	-73.0	-83.0	26.0	-33.0
1	-70.0	-50.0	-50.0	-60.0	-76.0	-70.0	-75.0	-82.0	26.0	-34.0
1	-66.0	-46.0	-55.0	-70.0	-74.0	-68.0	-81.0	-79.0	25.0	-34.0
1	-67.0	-51.0	-44.0	-65.0	-77.0	-66.0	-77.0	-81.0	23.0	-34.0
1	-66.0	-48.0	-45.0	-61.0	-74.0	-67.0	-77.0	-79.0	24.0	-33.0
1	-68.0	-45.0	-53.0	-59.0	-73.0	-71.0	-78.0	-81.0	24.0	-33.0
1	-69.0	-51.0	-46.0	-65.0	-80.0	-68.0	-76.0	-77.0	25.0	-33.0
1	-64.0	-56.0	-47.0	-59.0	-78.0	-73.0	-77.0	-81.0	25.0	-34.0
1	-66.0	-51.0	-45.0	-63.0	-74.0	-70.0	-80.0	-83.0	24.0	-35.0
1	-67.0	-56.0	-44.0	-64.0	-74.0	-68.0	-80.0	-84.0	23.0	-35.0
1	-71.0	-48.0	-49.0	-66.0	-78.0	-70.0	-75.0	-78.0	21.0	-36.0
1	-72.0	-50.0	-51.0	-58.0	-72.0	-68.0	-80.0	-78.0	21.0	-36.0
1	-63.0	-63.0	-50.0	-58.0	-74.0	-67.0	-72.0	-84.0	23.0	-36.0
1	-70.0	-56.0	-48.0	-55.0	-73.0	-64.0	-72.0	-84.0	22.0	-34.0
1	-67.0	-58.0	-43.0	-61.0	-79.0	-69.0	-75.0	-84.0	20.0	-35.0
1	-73.0	-55.0	-47.0	-65.0	-79.0	-70.0	-79.0	-84.0	19.0	-35.0
1	-72.0	-57.0	-48.0	-65.0	-79.0	-70.0	-81.0	-84.0	20.0	-36.0
1	-75.0	-63.0	-48.0	-70.0	-84.0	-68.0	-81.0	-84.0	20.0	-35.0
1	-73.0	-53.0	-45.0	-64.0	-84.0	-71.0	-77.0	-81.0	20.0	-35.0
1	-73.0	-59.0	-47.0	-63.0	-70.0	-67.0	-80.0	-78.0	21.0	-35.0
1	-65.0	-63.0	-53.0	-61.0	-76.0	-68.0	-76.0	-83.0	22.0	-36.0
1	-71.0	-56.0	-45.0	-62.0	-76.0	-73.0	-72.0	-83.0	22.0	-36.0
1	-70.0	-53.0	-48.0	-60.0	-75.0	-71.0	-76.0	-80.0	21.0	-36.0
